,day,krs_P0,krs_P1,krs_P2,krs_P3
479,4.0,-0.0,-0.0,-0.0,-0.0
480,5.0,-0.0,-0.0,-0.0,-0.0
481,6.0,-0.0,-0.0,-0.0,-0.0
482,7.0,-0.0,-0.0,-0.0,-0.0
483,8.0,-0.0,-0.0,-0.0,-0.0
484,9.0,-0.0,-0.0,-0.0,-0.0
485,10.0,-0.0,-0.0,-0.0,-0.0
486,11.0,-0.0,-0.0,-0.0,-0.0
487,12.0,-0.0,-0.0,-0.0,-0.0
488,13.0,-0.0,-0.0,-0.0,-0.0
489,14.0,-0.0,-0.0,-0.0,-0.0
490,15.0,-0.0,-0.0,-0.0,-0.0
491,16.0,-0.0,-0.0,-0.0,-0.0
492,17.0,-0.0,-0.0,-0.0,-0.0
493,18.0,-0.0,-0.0,-0.0,-0.0
494,19.0,-0.0,-0.0,-0.0,-0.0
495,20.0,-0.0,-0.0,-0.0,-0.0
496,21.0,-0.0,-0.0,-0.0,-0.0
497,22.0,-0.0,-0.0,-0.0,-0.0
498,23.0,-0.0,-0.0,-0.0,-0.0
499,24.0,-0.0,-0.0,-0.0,-0.0
500,25.0,-0.0,-0.0,-0.0,-0.0
501,26.0,-0.0,-0.0,-0.0,-0.0
502,27.0,-0.0,-0.0,-0.0,-0.0
503,28.0,-0.0,-0.0,-0.0,-0.0
504,1.0,-0.0,-0.0,-0.0,-0.0
505,2.0,-0.0,-0.0,-0.0,-0.0
506,3.0,-0.0,-0.0,-0.0,-0.0
507,4.0,-0.0,-0.0,-0.0,-0.0
508,5.0,-0.0,-0.0,-0.0,-0.0
509,6.0,-0.0,-0.0,-0.0,-0.0
510,7.0,-0.0,-0.0,-0.0,-0.0
511,8.0,-0.0,-0.0,-0.0,-0.0
512,9.0,-0.0,-0.0,-0.0,-0.0
513,10.0,-0.0,-0.0,-0.0,-0.0
514,11.0,-0.0,-0.0,-0.0,-0.0
515,12.0,-0.0,-0.0,-0.0,-0.0
516,13.0,-0.0,-0.0,-0.0,-0.0
517,14.0,-0.0,-0.0,-0.0,-0.0
518,15.0,-0.0,-0.0,-0.0,-0.0
519,16.0,-0.0,-0.0,-0.0,-0.0
520,17.0,-0.0,-0.0,-0.0,-0.0
521,18.0,-0.0,-0.0,-0.0,-0.0
522,19.0,-0.0,-0.0,-0.0,-0.0
523,20.0,-0.0,-0.0,-0.0,-0.0
524,21.0,-0.0,-0.0,-0.0,-0.0
525,22.0,-0.0,-0.0,-0.0,-0.0
526,23.0,-0.0,-0.0,-0.0,-0.0
527,24.0,-0.0,-0.0,-0.0,-0.0
528,25.0,-0.0,-0.0,-0.0,-0.0
529,26.0,-0.0,-0.0,-0.0,-0.0
530,27.0,-0.0,-0.0,-0.0,-0.0
531,28.0,-0.0,-0.0,-0.0,-0.0
532,1.0,-0.0,-0.0,-0.0,-0.0
533,2.0,-0.0,-0.0,-0.0,-0.0
534,3.0,-0.0,-0.0,-0.0,-0.0
535,4.0,-0.0,-0.0,-0.0,-0.0
536,5.0,-0.0,-0.0,-0.0,-0.0
537,6.0,-0.0,-0.0,-0.0,-0.0
538,7.0,-0.0,-0.0,-0.0,-0.0
539,8.0,-0.0,-0.0,-0.0,-0.0
540,9.0,-0.0,-0.0,-0.0,-0.0
541,10.0,-0.0,-0.0,-0.0,-0.0
542,11.0,-0.0,-0.0,-0.0,-0.0
543,12.0,-0.0,-0.0,-0.0,-0.0
544,13.0,-0.0,-0.0,-0.0,-0.0
545,14.0,-0.0,-0.0,-0.0,-0.0
546,15.0,-0.0,-0.0,-0.0,-0.0
547,16.0,-0.0,-0.0,-0.0,-0.0
548,17.0,-0.0,-0.0,-0.0,-0.0
549,18.0,-0.0,-0.0,-0.0,-0.0
550,19.0,-0.0,-0.0,-0.0,-0.0
551,20.0,-0.0,-0.0,-0.0,-0.0
552,21.0,-0.0,-0.0,-0.0,-0.0
553,22.0,-0.0,-0.0,-0.0,-0.0
554,23.0,-0.0,-0.0,-0.0,-0.0
555,24.0,-0.0,-0.0,-0.0,-0.0
556,25.0,-0.0,-0.0,-0.0,-0.0
557,26.0,-0.0,-0.0,-0.0,-0.0
558,27.0,-0.0,-0.0,-0.0,-0.0
559,28.0,-0.0,-0.0,-0.0,-0.0
560,1.0,-0.0,-0.0,-0.0,-0.0
561,2.0,-0.0,-0.0,-0.0,-0.0
562,3.0,-0.0,-0.0,-0.0,-0.0
563,4.0,-0.0,-0.0,-0.0,-0.0
564,5.0,-0.0,-0.0,-0.0,-0.0
565,6.0,-0.0,-0.0,-0.0,-0.0
566,7.0,-0.0,-0.0,-0.0,-0.0
567,8.0,-0.0,-0.0,-0.0,-0.0
568,9.0,-0.0,-0.0,-0.0,-0.0
569,10.0,-0.0,-0.0,-0.0,-0.0
570,11.0,-0.0,-0.0,-0.0,-0.0
571,12.0,-0.0,-0.0,-0.0,-0.0
572,13.0,-0.0,-0.0,-0.0,-0.0
573,14.0,-0.0,-0.0,-0.0,-0.0
574,15.0,-0.0,-0.0,-0.0,-0.0
575,16.0,-0.0,-0.0,-0.0,-0.0
576,17.0,-0.0,-0.0,-0.0,-0.0
577,18.0,-0.0,-0.0,-0.0,-0.0
578,19.0,-0.0,-0.0,-0.0,-0.0
579,20.0,-0.0,-0.0,-0.0,-0.0
580,21.0,-0.0,-0.0,-0.0,-0.0
581,22.0,-0.0,-0.0,-0.0,-0.0
582,23.0,-0.0,-0.0,-0.0,-0.0
583,24.0,-0.0,-0.0,-0.0,-0.0
584,25.0,-0.0,-0.0,-0.0,-0.0
585,26.0,-0.0,-0.0,-0.0,-0.0
586,27.0,-0.0,-0.0,-0.0,-0.0
587,28.0,-0.0,-0.0,-0.0,-0.0
588,1.0,-0.0,-0.0,-0.0,-0.0
589,2.0,-0.0,-0.0,-0.0,-0.0
590,3.0,-0.0,-0.0,-0.0,-0.0
591,4.0,-0.0,-0.0,-0.0,-0.0
592,5.0,-0.0,-0.0,-0.0,-0.0
593,6.0,-0.0,-0.0,-0.0,-0.0
594,7.0,-0.0,-0.0,-0.0,-0.0
595,8.0,-0.0,-0.0,-0.0,-0.0
596,9.0,-0.0,-0.0,-0.0,-0.0
597,10.0,-0.0,-0.0,-0.0,-0.0
598,11.0,-0.0,-0.0,-0.0,-0.0
599,12.0,-0.0,-0.0,-0.0,-0.0
600,13.0,-0.0,-0.0,-0.0,-0.0
601,14.0,-0.0,-0.0,-0.0,-0.0
602,15.0,-0.0,-0.0,-0.0,-0.0
603,16.0,-0.0,-0.0,-0.0,-0.0
604,17.0,-0.0,-0.0,-0.0,-0.0
605,18.0,-0.0,-0.0,-0.0,-0.0
606,19.0,-0.0,-0.0,-0.0,-0.0
607,20.0,-0.0,-0.0,-0.0,-0.0
608,21.0,-0.0,-0.0,-0.0,-0.0
609,22.0,-0.0,-0.0,-0.0,-0.0
610,23.0,-0.0,-0.0,-0.0,-0.0
611,24.0,-0.0,-0.0,-0.0,-0.0
612,25.0,-0.0,-0.0,-0.0,-0.0
613,26.0,-0.0,-0.0,-0.0,-0.0
614,27.0,-0.0,-0.0,-0.0,-0.0
615,28.0,-0.0,-0.0,-0.0,-0.0
616,1.0,-0.0,-0.0,-0.0,-0.0
617,2.0,-0.0,-0.0,-0.0,-0.0
618,3.0,-0.0,-0.0,-0.0,-0.0
619,4.0,-0.0,-0.0,-0.0,-0.0
620,5.0,-0.0,-0.0,-0.0,-0.0
621,6.0,-0.0,-0.0,-0.0,-0.0
622,7.0,-0.0,-0.0,-0.0,-0.0
623,8.0,-0.0,-0.0,-0.0,-0.0
624,9.0,-0.0,-0.0,-0.0,-0.0
625,10.0,-0.0,-0.0,-0.0,-0.0
626,11.0,-0.0,-0.0,-0.0,-0.0
627,12.0,-0.0,-0.0,-0.0,-0.0
628,13.0,-0.0,-0.0,-0.0,-0.0
629,14.0,-0.0,-0.0,-0.0,-0.0
630,15.0,-0.0,-0.0,-0.0,-0.0
631,16.0,-0.0,-0.0,-0.0,-0.0
632,17.0,-0.0,-0.0,-0.0,-0.0
633,18.0,-0.0,-0.0,-0.0,-0.0
634,19.0,-0.0,-0.0,-0.0,-0.0
635,20.0,-0.0,-0.0,-0.0,-0.0
636,21.0,-0.0,-0.0,-0.0,-0.0
637,22.0,-0.0,-0.0,-0.0,-0.0
638,23.0,-0.0,-0.0,-0.0,-0.0
639,24.0,-0.0,-0.0,-0.0,-0.0
640,25.0,-0.0,-0.0,-0.0,-0.0
641,26.0,-0.0,-0.0,-0.0,-0.0
642,27.0,-0.0,-0.0,-0.0,-0.0
643,28.0,-0.0,-0.0,-0.0,-0.0
644,1.0,-0.0,-0.0,-0.0,-0.0
645,2.0,-0.0,-0.0,-0.0,-0.0
646,3.0,-0.0,-0.0,-0.0,-0.0
647,4.0,-0.0,-0.0,-0.0,-0.0
648,5.0,-0.0,-0.0,-0.0,-0.0
649,6.0,-0.0,-0.0,-0.0,-0.0
650,7.0,-0.0,-0.0,-0.0,-0.0
651,8.0,-0.0,-0.0,-0.0,-0.0
652,9.0,-0.0,-0.0,-0.0,-0.0
653,10.0,-0.0,-0.0,-0.0,-0.0
654,11.0,-0.0,-0.0,-0.0,-0.0
655,12.0,-0.0,-0.0,-0.0,-0.0
656,13.0,-0.0,-0.0,-0.0,-0.0
657,14.0,-0.0,-0.0,-0.0,-0.0
658,15.0,-0.0,-0.0,-0.0,-0.0
659,16.0,-0.0,-0.0,-0.0,-0.0
660,17.0,-0.0,-0.0,-0.0,-0.0
661,18.0,-0.0,-0.0,-0.0,-0.0
662,19.0,-0.0,-0.0,-0.0,-0.0
663,20.0,-0.0,-0.0,-0.0,-0.0
664,21.0,-0.0,-0.0,-0.0,-0.0
665,22.0,-0.0,-0.0,-0.0,-0.0
666,23.0,-0.0,-0.0,-0.0,-0.0
667,24.0,-0.0,-0.0,-0.0,-0.0
668,25.0,-0.0,-0.0,-0.0,-0.0
669,26.0,-0.0,-0.0,-0.0,-0.0
670,27.0,-0.0,-0.0,-0.0,-0.0
671,28.0,-0.0,-0.0,-0.0,-0.0
672,1.0,-0.0,-0.0,-0.0,-0.0
673,2.0,-0.0,-0.0,-0.0,-0.0
674,3.0,-0.0,-0.0,-0.0,-0.0
675,4.0,-0.0,-0.0,-0.0,-0.0
676,5.0,-0.0,-0.0,-0.0,-0.0
677,6.0,-0.0,-0.0,-0.0,-0.0
678,7.0,-0.0,-0.0,-0.0,-0.0
679,8.0,-0.0,-0.0,-0.0,-0.0
680,9.0,-0.0,-0.0,-0.0,-0.0
681,10.0,-0.0,-0.0,-0.0,-0.0
682,11.0,-0.0,-0.0,-0.0,-0.0
683,12.0,-0.0,-0.0,-0.0,-0.0
684,13.0,-0.0,-0.0,-0.0,-0.0
685,14.0,-0.0,-0.0,-0.0,-0.0
686,15.0,-0.0,-0.0,-0.0,-0.0
687,16.0,-0.0,-0.0,-0.0,-0.0
688,17.0,-0.0,-0.0,-0.0,-0.0
689,18.0,-0.0,-0.0,-0.0,-0.0
690,19.0,-0.0,-0.0,-0.0,-0.0
691,20.0,-0.0,-0.0,-0.0,-0.0
692,21.0,-0.0,-0.0,-0.0,-0.0
693,22.0,-0.0,-0.0,-0.0,-0.0
694,23.0,-0.0,-0.0,-0.0,-0.0
695,24.0,-0.0,-0.0,-0.0,-0.0
696,25.0,-0.0,-0.0,-0.0,-0.0
697,26.0,-0.0,-0.0,-0.0,-0.0
698,27.0,-0.0,-0.0,-0.0,-0.0
699,28.0,-0.0,-0.0,-0.0,-0.0
700,1.0,-0.0,-0.0,-0.0,-0.0
701,2.0,-0.0,-0.0,-0.0,-0.0
702,3.0,-0.0,-0.0,-0.0,-0.0
703,4.0,-0.0,-0.0,-0.0,-0.0
704,5.0,-0.0,-0.0,-0.0,-0.0
705,6.0,-0.0,-0.0,-0.0,-0.0
706,7.0,-0.0,-0.0,-0.0,-0.0
707,8.0,-0.0,-0.0,-0.0,-0.0
708,9.0,-0.0,-0.0,-0.0,-0.0
709,10.0,-0.0,-0.0,-0.0,-0.0
710,11.0,-0.0,-0.0,-0.0,-0.0
711,12.0,-0.0,-0.0,-0.0,-0.0
712,13.0,-0.0,-0.0,-0.0,-0.0
713,14.0,-0.0,-0.0,-0.0,-0.0
714,15.0,-0.0,-0.0,-0.0,-0.0
715,16.0,-0.0,-0.0,-0.0,-0.0
716,17.0,-0.0,-0.0,-0.0,-0.0
717,18.0,-0.0,-0.0,-0.0,-0.0
718,19.0,-0.0,-0.0,-0.0,-0.0
719,20.0,-0.0,-0.0,-0.0,-0.0
720,21.0,-0.0,-0.0,-0.0,-0.0
721,22.0,-0.0,-0.0,-0.0,-0.0
722,23.0,-0.0,-0.0,-0.0,-0.0
723,24.0,-0.0,-0.0,-0.0,-0.0
724,25.0,-0.0,-0.0,-0.0,-0.0
725,26.0,-0.0,-0.0,-0.0,-0.0
726,27.0,-0.0,-0.0,-0.0,-0.0
727,28.0,-0.0,-0.0,-0.0,-0.0
728,1.0,-0.0,-0.0,-0.0,-0.0
729,2.0,-0.0,-0.0,-0.0,-0.0
730,3.0,-0.0,-0.0,-0.0,-0.0
731,4.0,-0.0,-0.0,-0.0,-0.0
732,5.0,-0.0,-0.0,-0.0,-0.0
733,6.0,-0.0,-0.0,-0.0,-0.0
734,7.0,-0.0,-0.0,-0.0,-0.0
735,8.0,-0.0,-0.0,-0.0,-0.0
736,9.0,-0.0,-0.0,-0.0,-0.0
737,10.0,-0.0,-0.0,-0.0,-0.0
738,11.0,-0.0,-0.0,-0.0,-0.0
739,12.0,-0.0,-0.0,-0.0,-0.0
740,13.0,-0.0,-0.0,-0.0,-0.0
741,14.0,-0.0,-0.0,-0.0,-0.0
742,15.0,-0.0,-0.0,-0.0,-0.0
743,16.0,-0.0,-0.0,-0.0,-0.0
744,17.0,-0.0,-0.0,-0.0,-0.0
745,18.0,-0.0,-0.0,-0.0,-0.0
746,19.0,-0.0,-0.0,-0.0,-0.0
747,20.0,-0.0,-0.0,-0.0,-0.0
748,21.0,-0.0,-0.0,-0.0,-0.0
749,22.0,-0.0,-0.0,-0.0,-0.0
750,23.0,-0.0,-0.0,-0.0,-0.0
751,24.0,-0.0,-0.0,-0.0,-0.0
752,25.0,-0.0,-0.0,-0.0,-0.0
753,26.0,-0.0,-0.0,-0.0,-0.0
754,27.0,-0.0,-0.0,-0.0,-0.0
755,28.0,-0.0,-0.0,-0.0,-0.0
756,1.0,-0.0,-0.0,-0.0,-0.0
757,2.0,-0.0,-0.0,-0.0,-0.0
758,3.0,-0.0,-0.0,-0.0,-0.0
759,4.0,-0.0,-0.0,-0.0,-0.0
760,5.0,-0.0,-0.0,-0.0,-0.0
761,6.0,-0.0,-0.0,-0.0,-0.0
762,7.0,-0.0,-0.0,-0.0,-0.0
763,8.0,-0.0,-0.0,-0.0,-0.0
764,9.0,-0.0,-0.0,-0.0,-0.0
765,10.0,-0.0,-0.0,-0.0,-0.0
766,11.0,-0.0,-0.0,-0.0,-0.0
767,12.0,-0.0,-0.0,-0.0,-0.0
768,13.0,-0.0,-0.0,-0.0,-0.0
769,14.0,-0.0,-0.0,-0.0,-0.0
770,15.0,-0.0,-0.0,-0.0,-0.0
771,16.0,-0.0,-0.0,-0.0,-0.0
772,17.0,-0.0,-0.0,-0.0,-0.0
773,18.0,-0.0,-0.0,-0.0,-0.0
774,19.0,-0.0,-0.0,-0.0,-0.0
775,20.0,-0.0,-0.0,-0.0,-0.0
776,21.0,-0.0,-0.0,-0.0,-0.0
777,22.0,-0.0,-0.0,-0.0,-0.0
778,23.0,-0.0,-0.0,-0.0,-0.0
779,24.0,-0.0,-0.0,-0.0,-0.0
780,25.0,-0.0,-0.0,-0.0,-0.0
781,26.0,-0.0,-0.0,-0.0,-0.0
782,27.0,-0.0,-0.0,-0.0,-0.0
783,28.0,-0.0,-0.0,-0.0,-0.0
784,1.0,-0.0,-0.0,-0.0,-0.0
785,2.0,-0.0,-0.0,-0.0,-0.0
786,3.0,-0.0,-0.0,-0.0,-0.0
787,4.0,-0.0,-0.0,-0.0,-0.0
788,5.0,-0.0,-0.0,-0.0,-0.0
789,6.0,-0.0,-0.0,-0.0,-0.0
790,7.0,-0.0,-0.0,-0.0,-0.0
791,8.0,-0.0,-0.0,-0.0,-0.0
792,9.0,-0.0,-0.0,-0.0,-0.0
793,10.0,-0.0,-0.0,-0.0,-0.0
794,11.0,-0.0,-0.0,-0.0,-0.0
795,12.0,-0.0,-0.0,-0.0,-0.0
796,13.0,-0.0,-0.0,-0.0,-0.0
797,14.0,-0.0,-0.0,-0.0,-0.0
798,15.0,-0.0,-0.0,-0.0,-0.0
799,16.0,-0.0,-0.0,-0.0,-0.0
800,17.0,-0.0,-0.0,-0.0,-0.0
801,18.0,-0.0,-0.0,-0.0,-0.0
802,19.0,-0.0,-0.0,-0.0,-0.0
803,20.0,-0.0,-0.0,-0.0,-0.0
804,21.0,-0.0,-0.0,-0.0,-0.0
805,22.0,-0.0,-0.0,-0.0,-0.0
806,23.0,-0.0,-0.0,-0.0,-0.0
807,24.0,-0.0,-0.0,-0.0,-0.0
808,25.0,-0.0,-0.0,-0.0,-0.0
809,26.0,-0.0,-0.0,-0.0,-0.0
810,27.0,-0.0,-0.0,-0.0,-0.0
811,28.0,-0.0,-0.0,-0.0,-0.0
812,1.0,-0.0,-0.0,-0.0,-0.0
813,2.0,-0.0,-0.0,-0.0,-0.0
814,3.0,-0.0,-0.0,-0.0,-0.0
815,4.0,-0.0,-0.0,-0.0,-0.0
816,5.0,-0.0,-0.0,-0.0,-0.0
817,6.0,-0.0,-0.0,-0.0,-0.0
818,7.0,-0.0,-0.0,-0.0,-0.0
819,8.0,-0.0,-0.0,-0.0,-0.0
820,9.0,-0.0,-0.0,-0.0,-0.0
821,10.0,-0.0,-0.0,-0.0,-0.0
822,11.0,-0.0,-0.0,-0.0,-0.0
823,12.0,-0.0,-0.0,-0.0,-0.0
824,13.0,-0.0,-0.0,-0.0,-0.0
825,14.0,-0.0,-0.0,-0.0,-0.0
826,15.0,-0.0,-0.0,-0.0,-0.0
827,16.0,-0.0,-0.0,-0.0,-0.0
828,17.0,-0.0,-0.0,-0.0,-0.0
829,18.0,-0.0,-0.0,-0.0,-0.0
830,19.0,-0.0,-0.0,-0.0,-0.0
831,20.0,-0.0,-0.0,-0.0,-0.0
832,21.0,-0.0,-0.0,-0.0,-0.0
833,22.0,-0.0,-0.0,-0.0,-0.0
834,23.0,-0.0,-0.0,-0.0,-0.0
835,24.0,-0.0,-0.0,-0.0,-0.0
836,25.0,-0.0,-0.0,-0.0,-0.0
837,26.0,-0.0,-0.0,-0.0,-0.0
838,27.0,-0.0,-0.0,-0.0,-0.0
839,28.0,-0.0,-0.0,-0.0,-0.0
840,1.0,-0.0,-0.0,-0.0,-0.0
841,2.0,-0.0,-0.0,-0.0,-0.0
842,3.0,-0.0,-0.0,-0.0,-0.0
843,4.0,-0.0,-0.0,-0.0,-0.0
844,5.0,-0.0,-0.0,-0.0,-0.0
845,6.0,-0.0,-0.0,-0.0,-0.0
846,7.0,-0.0,-0.0,-0.0,-0.0
847,8.0,-0.0,-0.0,-0.0,-0.0
848,9.0,-0.0,-0.0,-0.0,-0.0
849,10.0,-0.0,-0.0,-0.0,-0.0
850,11.0,-0.0,-0.0,-0.0,-0.0
851,12.0,-0.0,-0.0,-0.0,-0.0
852,13.0,-0.0,-0.0,-0.0,-0.0
853,14.0,-0.0,-0.0,-0.0,-0.0
854,15.0,-0.0,-0.0,-0.0,-0.0
855,16.0,-0.0,-0.0,-0.0,-0.0
856,17.0,-0.0,-0.0,-0.0,-0.0
857,18.0,-0.0,-0.0,-0.0,-0.0
858,19.0,-0.0,-0.0,-0.0,-0.0
859,20.0,-0.0,-0.0,-0.0,-0.0
860,21.0,-0.0,-0.0,-0.0,-0.0
861,22.0,-0.0,-0.0,-0.0,-0.0
862,23.0,-0.0,-0.0,-0.0,-0.0
863,24.0,-0.0,-0.0,-0.0,-0.0
864,25.0,-0.0,-0.0,-0.0,-0.0
865,26.0,-0.0,-0.0,-0.0,-0.0
866,27.0,-0.0,-0.0,-0.0,-0.0
867,28.0,-0.0,-0.0,-0.0,-0.0
868,1.0,-0.0,-0.0,-0.0,-0.0
869,2.0,-0.0,-0.0,-0.0,-0.0
870,3.0,-0.0,-0.0,-0.0,-0.0
871,4.0,-0.0,-0.0,-0.0,-0.0
872,5.0,-0.0,-0.0,-0.0,-0.0
873,6.0,-0.0,-0.0,-0.0,-0.0
874,7.0,-0.0,-0.0,-0.0,-0.0
875,8.0,-0.0,-0.0,-0.0,-0.0
876,9.0,-0.0,-0.0,-0.0,-0.0
877,10.0,-0.0,-0.0,-0.0,-0.0
878,11.0,-0.0,-0.0,-0.0,-0.0
879,12.0,-0.0,-0.0,-0.0,-0.0
880,13.0,-0.0,-0.0,-0.0,-0.0
881,14.0,-0.0,-0.0,-0.0,-0.0
882,15.0,-0.0,-0.0,-0.0,-0.0
883,16.0,-0.0,-0.0,-0.0,-0.0
884,17.0,-0.0,-0.0,-0.0,-0.0
885,18.0,-0.0,-0.0,-0.0,-0.0
886,19.0,-0.0,-0.0,-0.0,-0.0
887,20.0,-0.0,-0.0,-0.0,-0.0
888,21.0,-0.0,-0.0,-0.0,-0.0
889,22.0,-0.0,-0.0,-0.0,-0.0
890,23.0,-0.0,-0.0,-0.0,-0.0
891,24.0,-0.0,-0.0,-0.0,-0.0
892,25.0,-0.0,-0.0,-0.0,-0.0
893,26.0,-0.0,-0.0,-0.0,-0.0
894,27.0,-0.0,-0.0,-0.0,-0.0
895,28.0,-0.0,-0.0,-0.0,-0.0
896,1.0,-0.0,-0.0,-0.0,-0.0
897,2.0,-0.0,-0.0,-0.0,-0.0
898,3.0,-0.0,-0.0,-0.0,-0.0
899,4.0,-0.0,-0.0,-0.0,-0.0
900,5.0,-0.0,-0.0,-0.0,-0.0
901,6.0,-0.0,-0.0,-0.0,-0.0
902,7.0,-0.0,-0.0,-0.0,-0.0
903,8.0,-0.0,-0.0,-0.0,-0.0
904,9.0,-0.0,-0.0,-0.0,-0.0
905,10.0,-0.0,-0.0,-0.0,-0.0
906,11.0,-0.0,-0.0,-0.0,-0.0
907,12.0,-0.0,-0.0,-0.0,-0.0
908,13.0,-0.0,-0.0,-0.0,-0.0
909,14.0,-0.0,-0.0,-0.0,-0.0
910,15.0,-0.0,-0.0,-0.0,-0.0
911,16.0,-0.0,-0.0,-0.0,-0.0
912,17.0,-0.0,-0.0,-0.0,-0.0
913,18.0,-0.0,-0.0,-0.0,-0.0
914,19.0,-0.0,-0.0,-0.0,-0.0
915,20.0,-0.0,-0.0,-0.0,-0.0
916,21.0,-0.0,-0.0,-0.0,-0.0
917,22.0,-0.0,-0.0,-0.0,-0.0
918,23.0,-0.0,-0.0,-0.0,-0.0
919,24.0,-0.0,-0.0,-0.0,-0.0
920,25.0,-0.0,-0.0,-0.0,-0.0
921,26.0,-0.0,-0.0,-0.0,-0.0
922,27.0,-0.0,-0.0,-0.0,-0.0
923,28.0,-0.0,-0.0,-0.0,-0.0
924,1.0,-0.0,-0.0,-0.0,-0.0
925,2.0,-0.0,-0.0,-0.0,-0.0
926,3.0,-0.0,-0.0,-0.0,-0.0
927,4.0,-0.0,-0.0,-0.0,-0.0
928,5.0,-0.0,-0.0,-0.0,-0.0
929,6.0,-0.0,-0.0,-0.0,-0.0
930,7.0,-0.0,-0.0,-0.0,-0.0
931,8.0,-0.0,-0.0,-0.0,-0.0
932,9.0,-0.0,-0.0,-0.0,-0.0
933,10.0,-0.0,-0.0,-0.0,-0.0
934,11.0,-0.0,-0.0,-0.0,-0.0
935,12.0,-0.0,-0.0,-0.0,-0.0
936,13.0,-0.0,-0.0,-0.0,-0.0
937,14.0,-0.0,-0.0,-0.0,-0.0
938,15.0,-0.0,-0.0,-0.0,-0.0
939,16.0,-0.0,-0.0,-0.0,-0.0
940,17.0,-0.0,-0.0,-0.0,-0.0
941,18.0,-0.0,-0.0,-0.0,-0.0
942,19.0,-0.0,-0.0,-0.0,-0.0
943,20.0,-0.0,-0.0,-0.0,-0.0
944,21.0,-0.0,-0.0,-0.0,-0.0
945,22.0,-0.0,-0.0,-0.0,-0.0
946,23.0,-0.0,-0.0,-0.0,-0.0
947,24.0,-0.0,-0.0,-0.0,-0.0
948,25.0,-0.0,-0.0,-0.0,-0.0
949,26.0,-0.0,-0.0,-0.0,-0.0
950,27.0,-0.0,-0.0,-0.0,-0.0
951,28.0,-0.0,-0.0,-0.0,-0.0
952,1.0,-0.0,-0.0,-0.0,-0.0
953,2.0,-0.0,-0.0,-0.0,-0.0
954,3.0,-0.0,-0.0,-0.0,-0.0
